position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,hasPaidProductPlacement,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
255,UC7J2lt24cHJB-QxaJtfU-VA,"FALO MEMO PAI",lz-SOYUBdUo,2025-06-08T00:52:51Z,"2025-06-08 00:52:51","Liberdade de expressão em risco! #shorts #danilogentili #leolins",,,24,Entertainment,Society,PT46S,46,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/lz-SOYUBdUo/maxresdefault.jpg,1,,,,,3102,66,,0,1
256,UCXinSSJMRRiejLV-3CotIiw,"João Filho  Política Hoje",afM1zbWe9WM,2026-04-07T18:10:00Z,"2026-04-07 18:10:00","Quais são os limites da liberdade de expressão para o STF? #stf #8dejaneiro","Quais são os limites da liberdade de expressão para o STF? #stf #8dejaneiro O que o STF acabou de fazer com um senhor de 71 anos de Blumenau ultrapassa todos os limites do bom senso e da justiça. Condenado a 14 anos de prisão por um PIX de 500 reais? Isso mesmo que você leu. Enquanto o sistema solta criminosos perigosos, o cidadão de bem tá sendo tratado com um rigor que parece vingança política. Neste vídeo, eu, João Filho, do canal Momento Político, abro a caixa-preta dessa decisão do ministro Alexandre de Moraes e da primeira turma do Supremo. Vamos analisar como uma ajuda de custo para um ônibus se transformou em ""golpe de Estado"" na cabeça deles. É a liberdade do povo brasileiro que tá em jogo! O QUE VOCÊ VAI VER NESTE VÍDEO: A conta absurda: 1 ano de cadeia para cada 35 reais doados. A saúde de um idoso de 71 anos em risco por uma narrativa fantasiosa. A omissão da PGR e a perseguição implacável contra a direita. O comparativo com outros casos de injustiça que o Brasil tá assistindo calado. 📢 FAÇA PARTE DA NOSSA RESISTÊNCIA: Se você não aguenta mais ver o nosso país sendo tomado por decisões que ignoram a Constituição, INSCREVA-SE NO CANAL e ative o sininho. Não deixe que a grande mídia abafe a nossa voz! 👍 DEIXE SEU LIKE: É a única forma de o YouTube entender que esse conteúdo é relevante e entregar para mais patriotas. 🚀 COMPARTILHE: Mande esse vídeo agora no grupo da família e nos seus grupos de WhatsApp. O sistema quer silêncio, nós queremos VERDADE! 💬 EU QUERO SABER DE VOCÊ: Você acha que essa condenação é justiça ou perseguição política escancarada? Até onde esse sistema vai para calar quem pensa diferente? Comenta aqui embaixo, sua opinião é fundamental para a nossa luta! #MomentoPolitico #JoaoFilho #Justiça #DiretaBrasil #Liberdade #STF #Injustiça #Blumenau #BrasilLivre #Patriotas #NoticiasPoliticas #ForaInjustiça #8dejaneiro #Manifestação #Noticias","Notícias,Noticia,noticia hoje,ultimas notícias,news,O POVO,noticias,noticia,EUA,notícias,notícia,brasil,live,ao vivo,assista,politica,política,estadosunidos,informação,últimas,hoje,internacional,mundo,aovivo,governo,presidente,bolsonaro,stf,Senado,Alcolumbre,Senado Federal,fláviobolsonaro,tarcisio,saopaulo,eleições2026,riodejaneiro,alerj,michellebolsonaro,Alexandre de Moraes,Lula,STF,8 de janeiro,Bolsonaro,Janja,Pt,Pl,Eleições,Ato,Manifestação,Pena,Master,André Mendonça,Vorcaro",25,"News & Politics","Politics,Society",PT28S,28,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/afM1zbWe9WM/maxresdefault.jpg,,,"São Paulo",-23.5557714,-46.6395571,2659,68,,0,0
257,UCOMUviU_JSUi6MVT-y7jr7Q,"A POLÍTICA COMO ELA É ",kDcPXUuoVHU,2026-01-08T14:34:29Z,"2026-01-08 14:34:29","Nikolas Ferreira Denunciado na PGR: Liberdade de Expressão ou Ataque à Democracia?","Nikolas Ferreira foi denunciado na PGR após declarações polêmicas envolvendo uma possível invasão do Brasil e o sequestro do presidente eleito Lula. Neste vídeo, analisamos o caso de forma imparcial, direta e sem idolatria política. Aqui não existe lado. Existe responsabilidade, democracia e limites. Assista, reflita e participe do debate.","Nikolas Ferreira,Nikolas denunciado PGR,Polêmica Nikolas Ferreira,Liberdade de expressão política,Democracia no Brasil,Política brasileira,A Política Como Ela É,Lula,Congresso Nacional,Extremismo político,Crise política Brasil",22,"People & Blogs","Politics,Society",PT3M32S,212,2d,hd,false,pt-PT,pt-PT,,,,,,,1422,120,,0,88
258,UCjPG07LI2gszAjfgoaTGxkg,"O Caminho 3T com Giridhari Das",kk2oLe0_2ms,2024-10-03T11:00:51Z,"2024-10-03 11:00:51","Sabedoria Ancestral e a Liberdade de Expressão","A liberdade de expressão é como uma moeda: ela tem dois lados. Um lado representa a liberdade de dizer o que pensamos, mas o outro lado nos lembra da responsabilidade que acompanha esse direito. As pessoas costumam acreditar que quanto mais expressão, melhor. Mas perceba que até mesmo os textos antigos nos ensinam o contrário. O Senhor Krishna, na Bhagavad Gita, nos lembra que nossa fala deve ser controlada, passando por quatro filtros cruciais: 1 - Veracidade 2 - Utilidade 3 - Não-perturbação 4 - Entoações sagradas Imagine uma situação onde alguém espalhou um boato falso ou incita ódio nas redes sociais. As consequências podem ser devastadoras e divisivas, afetando a vida de muitas pessoas. Não se trata apenas de ter o direito de falar livremente, mas também de usar esse direito responsavelmente. #liberdadedeexpressão #BhagavadGita #Caminho3T #PensarAntesDeFalar #DireitodeFalar",,22,"People & Blogs","Lifestyle_(sociology),Religion",PT55S,55,2d,hd,false,pt,pt,https://i.ytimg.com/vi/kk2oLe0_2ms/maxresdefault.jpg,1,,,,,1444,339,,0,30
259,UCYERRQnaZmL6bwTn5iLL-Aw,"Movimento Transparência Itanhaém",sQAlxc7589s,2025-07-02T14:36:40Z,"2025-07-02 14:36:40","A Rede Minerva: Uma Ameaça à Liberdade de Expressão no Brasil?","Falamos sobre como o governo Lula criou uma rede anti fake news chamada Rede Minerva, que é financiada com dinheiro público e supostamente visa controlar o que as pessoas pensam e postam nas redes sociais. Isso é visto como uma ameaça à liberdade de expressão e de pensamento dos brasileiros.",,25,"News & Politics","Politics,Society",PT1M27S,87,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/sQAlxc7589s/maxresdefault.jpg,1,,,,,2219,,,0,1
260,UC3eIkVjX5yj_GqoeasE0CcA,"Foi Dito! CORTES",S-GpknK96rM,2025-10-21T00:02:16Z,"2025-10-21 00:02:16","MONARK e MAURÍCIO MEIRELLES discutem os limites da LIBERDADE DE EXPRESSÃO!","Dois dos nomes mais polêmicos da internet discutem o que realmente significa ter liberdade de expressão nos dias de hoje. Concordam em algo? Descubra agora. 👉 Link do episódio completo: https://www.youtube.com/watch?v=GUjHvMWvXo8&t=4283s #Monark #MauricioMeirelles #Podcast #LiberdadeDeExpressao #Cortes",,22,"People & Blogs",Society,PT8M20S,500,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/S-GpknK96rM/maxresdefault.jpg,,,,,,1392,14,,0,10
261,UC41ZStRL16gIGRXRwtFSoAg,"Delegada Tathiana Guzella",otxBA66kBl0,2026-04-15T14:21:49Z,"2026-04-15 14:21:49","URGENTE: Inquérito contra Flávio Bolsonaro levanta debate sobre liberdade de expressão no Brasil","Alexandre de Moraes abre inquérito contra Flávio Bolsonaro após um post envolvendo Lula, reacendendo discussões sobre liberdade de expressão, atuação do Judiciário e critérios de prioridade nas investigações. Enquanto isso, crimes graves seguem sem a mesma urgência e rigor, o que gera questionamentos na população. 📢 Liberdade de expressão é direito fundamental e não pode ser tratada como crime. Deixe sua opinião! #urgente #noticias #ultimasnoticia #forapt #jairbolsonaro #flaviobolsonaro #bolsonaro #brasil #paraná #liberdadedeexpressão #direita #direitaunida #direitaconservadora",,22,"People & Blogs","Politics,Society",PT1M6S,66,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/otxBA66kBl0/maxresdefault.jpg,,,Curitiba,-25.4268985,-49.2651984,2231,137,,0,9
262,UCGIJXgb2TcHlhDuuqRxHT_A,"Código Shelby | Psicologia do Poder",o1qpCaUzCfk,2025-07-06T12:01:23Z,"2025-07-06 12:01:23","""Liberdade de Expressão: A Arma dos Que Não Temem o Silêncio"" #thomasshelbystyle","""Liberdade de expressão é o poder dos que não se deixam calar pelo medo do julgamento ou da rejeição. Neste vídeo, você verá por que falar a verdade, mesmo contra a multidão, é um ato de força e coragem. Se esconder atrás do consenso é para os fracos. Esteja pronto para ser ouvido — sem pedir permissão."" ⚠️ Inscreva-se para mais vídeos sobre poder psicológico, coragem silenciosa e presença imbatível. 💥 Compartilhe com quem precisa coragem para usar a própria voz. 🎯 Não tema o silêncio. Seja a voz que quebra o silêncio. #LiberdadeDeExpressão #VozForte #ThomasShelby #PoderSilencioso #CoragemFria #NãoSeCale #ExpressãoLivre #ForçaInterior #DomínioMental #FriezaEstratégica #GuerraPsicológica #MentalidadeForte #FaleSemMedo #VençaEmSilêncio #ComportamentoFrio #ResistênciaMental #PosturaLetal #SilêncioÉPoder #FilosofiaFria #Autoafirmação #MentalidadeBlindada #VozQueImpona #PresençaLetal #ForçaSilenciosa #DesafioEterno","liberdade de expressão,voz forte,Thomas Shelby,frieza estratégica,poder psicológico,coragem silenciosa,não se cale,domínio mental,comportamento frio,frases de impacto,vídeo motivacional,resistência mental,autoafirmação,filosofia fria,poder silencioso,vídeo inspirador,mentalidade forte,presença letal,guerra psicológica,vídeo sombrio",27,Education,Entertainment,PT19S,19,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/o1qpCaUzCfk/maxresdefault.jpg,1,,,,,3799,249,,0,18
263,UCEW2HuM5k8AsNVQc5er782Q,"Edson Teixeira advogado",P9p5N8lZFyo,2025-06-05T01:12:10Z,"2025-06-05 01:12:10","Quando a piada vira processo: liberdade de expressão tem limite?","Um comediante foi condenado a 8 anos e 3 meses de prisão por piadas consideradas discriminatórias. O palco virou tribunal. A piada virou prova. 👉 É humor? 👉 É arte? 👉 Ou é discurso de ódio? A comédia precisa ser chula? É ou não é? Você decide. 🗣️ Comente sua opinião. 🔁 Compartilhe com quem pensa diferente. 📌 E se esse debate importa pra você, inscreva-se no canal. Aqui a reflexão é viva. #LiberdadeDeExpressão #HumorComResponsabilidade #ReflexãoJurídica #ShortsBrasil #ÉOuNãoÉ #DireitoPenal #ComédiaOuOfensa #DiscursoDeÓdio #Justiça #PalavraÉPoder #AdvocaciaViva",,22,"People & Blogs","Entertainment,Humour,Politics",PT2M38S,158,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/P9p5N8lZFyo/maxresdefault.jpg,,,"Rudge Ramos",-23.6577258,-46.5683959,3230,27,,0,16
264,UCE5CepmoUUA-iLoUb8fU1-g,"Giuseppe Riesgo",Bd6qHUBK4hI,2022-06-28T18:56:19Z,"2022-06-28 18:56:19","LIBERDADE DE EXPRESSÃO COM ELON MUSK",,,25,"News & Politics",Society,PT20S,20,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/Bd6qHUBK4hI/maxresdefault.jpg,,,,,,1324,52,,0,0
265,UC0diOOgSE593K4CFwqJjKFA,"Sem Make Nem Fake",oVE_Mb4Wi-Q,2025-07-24T21:06:00Z,"2025-07-24 21:06:00","Alexandre de Moraes em Foco Críticas e Liberdade de Expressão #shorts #paulofigueiredo #bolsonaro","No vídeo de hoje, destacamos um momento inusitado: Alexandre descontrolado, gritando em caps lock, e detonando ao vivo com um verdadeiro “piti” político — a reação de uma rede tradicional como a GloboNews deixa claro que algo grande está acontecendo no STF. 🛑 O que reativou o sinal de alerta? 🔍 A emissora acusou Alexandre de censura prévia — chamando o VAR para checar a jogada. 🌪️ A tensão cresce enquanto as instituições parecem se expor cada vez mais. Assista agora e entenda por que esse episódio já está repercutindo em todo o espectro político! Alexandre descontrolado, caps lock STF, censura prévia GloboNews, Alexandre censura, escândalo político 2025, STF caps lock piti, análise política brutal, censura no judiciário, GloboNews acusa STF, reação ao vivo #AlexandreDeMoraes #Censura #GloboNews #STF #EscaladaPolitica #CapsLock #PitiAoVivo #LiberdadeDeExpressao #AnalisePolitica #Brasil2025","Alexandre descontrolado,caps lock STF,censura prévia GloboNews,Alexandre censura,escândalo político 2025,STF caps lock piti,análise política brutal,censura no judiciário,GloboNews acusa STF,reação ao vivo",22,"People & Blogs","Politics,Society",PT1M26S,86,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/oVE_Mb4Wi-Q/maxresdefault.jpg,,,,,,2216,274,,0,0
266,UCVz3-xgKt_LpszTxAhu_ndQ,ShortsBR,Rv7EWnO3p44,2024-10-02T23:08:17Z,"2024-10-02 23:08:17","A liberdade de expressão está em risco?","#flow #podcast #conversa #inteligencialtda #liberdade","CapCut,Edição de vídeo online,Modelo de vídeo",22,"People & Blogs",Society,PT44S,44,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/Rv7EWnO3p44/maxresdefault.jpg,,,,,,1292,64,,0,1
267,UCx7Ohl0Ln516T5pu5M8_SMA,"O TEMPO",MHG99cCe9PE,2026-04-05T17:00:23Z,"2026-04-05 17:00:23","LIBERDADE DE EXPRESSÃO OU CRIME?","Onde termina a liberdade de expressão e começa o crime no ambiente digital? Ao explicar esse limite, Núbia de Paula, vice-presidente da OAB-MG, destaca que a liberdade não é absoluta e não pode servir de escudo para práticas que violem direitos, especialmente de crianças e adolescentes. Em O TEMPO Entrevista, ela explica que quando há exposição indevida, discurso de ódio, incentivo à violência ou exploração, o que está em jogo deixa de ser opinião e passa a ser responsabilidade legal, um ponto central do debate trazido pelo ECA Digital. A entrevista completa vai ao ar neste sábado, 4 de abril, às 14 horas, no canal de O TEMPO no Youtube. 00:00 DEIXA SEU LIKE! 02:00 SE INSCREVA NO CANAL INSCREVA-SE no nosso canal exclusivo de esportes: https://www.youtube.com/@otemposports INSCREVA-SE no canal: https://bit.ly/inscricaootempo Acompanhe as principais notícias de Belo Horizonte, Minas Gerais e do Brasil em https://bit.ly/siteotempo Curta a nossa página no Facebook: https://bit.ly/faceotempo Siga nosso Instagram: https://bit.ly/instaotempo Siga nosso perfil no Twitter: https://bit.ly/twitterotempo","o tempo,jornal o tempo,noticias,otempo,notícias de bh,notícias de contagem,notícias do brasil,núbia de paula,o tempo entrevista,eca digital,liberdade de expressão,crime online,crime de ódio,racismo,bolsonaro,lula,zema",25,"News & Politics",Society,PT1M57S,117,2d,hd,false,pt-BR,pt,https://i.ytimg.com/vi/MHG99cCe9PE/maxresdefault.jpg,1,,,,,3530,186,,0,1
268,UC7dcu3gUjx_LkH0Q83ez0Dw,"Você entendeu Direito? - Por Thabata Guimarães",91zpA_KDsME,2023-04-11T00:00:04Z,"2023-04-11 00:00:04","O que é a tal LIBERDADE DE EXPRESSÃO?",,,27,Education,Lifestyle_(sociology),PT55S,55,2d,hd,false,pt,pt,https://i.ytimg.com/vi/91zpA_KDsME/maxresdefault.jpg,1,,,,,1336,93,,0,1
269,UC_DYTDZO5S3GdX0c42PK_xA,"Prof. Dennys Xavier",AgkDQCgdaVI,2024-10-20T22:07:18Z,"2024-10-20 22:07:18","Para não ser um apedeuta 26: Liberdade de expressão em J.S. Mill","Qual o limite da liberdade de expressão? 🔥 *Acompanhe nossas reflexões semanais e torne-se uma pessoa mais crítica e informada!* Não perca nenhum episódio - ative as notificações e junte-se à nossa comunidade. Se gostar do conteúdo, deixe seu like e compartilhe suas opiniões nos comentários! Vamos construir juntos um espaço de aprendizado e crescimento antiapedeuta. _________________________________________________________ 📲 *Siga o Prof. Dennys Xavier no Instagram:* https://www.instagram.com/prof.dennysxavier/ 📚 *Aprofunde-se em Filosofia e Conhecimento:* Acesse todos os cursos e obras do Prof. Dennys Xavier: https://prof-dennysxavier.com.br/ 🔦 *Faça parte da Sociedade da Lanterna - SDL:* https://lp.dennysxavier.com/inscricao-sdl-yt-legenda 📧 *Receba gratuitamente nossa newsletter Dennews, todas as quintas-feiras:* https://lp.dennysxavier.com/dennews-yt _________________________________________________________ *O que é um apedeuta?* Etimologicamente ""Apedeuta"" vem do grego ""A-paideúo"", aquele que não passou por um processo de ""paidéia (de educação/ensino),grosseiro, ignorante, sem instrução. Em outras palavras, ""apedeuta"" é uma palavra que se refere a alguém que é ignorante ou não possui instrução, especialmente no que diz respeito à cultura ou ao conhecimento acadêmico. Ou seja, apedeutas são aqueles que passam o dia vendo chorume na internet e criticam sem ter nenhum conhecimento. #Filosofia #ParaNãoSerUmApedeuta #LiveFilosófica #Educação #Conhecimento #Reflexão #FilosofiaClássica #ApedeutaNuncaMais #DennysXavier",,27,Education,Religion,PT59M48S,3588,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/AgkDQCgdaVI/maxresdefault.jpg,1,,,,,1241,246,,0,8
270,UCLCbmDW-cfX-bu1zhyJKVQw,"Equilibrio Sonoro OFICIAL",ivXG89TCLfg,2022-02-16T14:33:34Z,"2022-02-16 14:33:34","Liberdade de Expressão (VISUALIZER) | EP - Virtú","EP - Virtú (2022) Iniciamos o ano de 2022 com o EP intitulado “Virtú”. Virtú é um conceito utilizado pelo Filósofo Nicolau Maquiavel no qual para ele, a virtù seria a capacidade de adaptação aos acontecimentos políticos que levaria à permanência no poder. Nesse sentido buscamos uma forma de continuar nossos trabalhos e se adaptando ao momento musical da cena do Rap sem perder nossa essência nas letras e a mensagem que é passada ao ouvinte. Faixa: Liberdade de Expressão Beat: Zapcost @SULRealoriginal Letra: Agamenon e Tim Estúdio: @DownSalveRecords Mix/Master: TheBob43 Ficha técnica do vídeo: Direção de arte: Patrick Camargo, Raquel Pecorare Assistente de fotografia: Raquel Pecorare Direção, edição e finalização: Patrick Camargo INSTAGRAM @equilibriosonoro043 @jeffersonevg @jhon.agamenon @_trickpa @_raquelp @thebob43 @downsalverecords @zapcost043 Apoiadores: @linclothng @extremeconfe_ #Virtu #trap #rap #parana #hiphop #dance #rapnacional #Liberdadedeexpressao #liberdade #expressao #antifa #forabozo #ditaduranuncamais #brasil #equilibriosonoro",,10,Music,"Hip_hop_music,Music",PT3M14S,194,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/ivXG89TCLfg/maxresdefault.jpg,,,,,,1226,152,,0,9
271,UCSbZq2gHxq-36rupNQCMvLw,"Eduardo Braga",g78F5A5rs2w,2025-11-13T16:19:42Z,"2025-11-13 16:19:42","Liberdade de Expressão",,,25,"News & Politics","Politics,Society",PT43S,43,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/g78F5A5rs2w/maxresdefault.jpg,,,,,,2079,64,,0,0
272,UCFTpYNJ89iD-r6xVwcJ7ZQQ,"Watson Luis Alcântara",nx5FwAmcoac,2023-12-04T00:44:13Z,"2023-12-04 00:44:13","A busca de liberdade de expressão. #cortella #mariocortella #paulovieiracoach #filosofia",,,22,"People & Blogs",Society,PT1M1S,61,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/nx5FwAmcoac/maxresdefault.jpg,,,"Atelier Rosinele Vale",-1.437874,-48.4675256,1224,58,,0,0
